sample_id,iteration,#elem,H_min,H_max,nvx,var(eta_k),error
890,3,2199,0.000305355,0.228975,1182,0.120022,52.4345,
890,4,1772,0.000300438,0.311498,957,0.246939,53.9155,
890,5,1689,0.000299667,0.305262,913,0.300082,53.6172,
890,6,1658,0.000296829,0.288558,898,0.310867,53.9185,
890,7,1642,0.000295275,0.296412,889,0.32248,53.6434,
872,0,20000,0.01,0.0141421,10201,0,73.6287,
872,1,176158,0.000618429,0.0470708,88777,5.1627e-05,53.9763,
872,2,319262,0.000288568,0.0999439,160594,0.000644372,56.4053,
872,3,282321,0.000292348,0.143465,141951,0.0020557,60.6692,
872,4,245734,0.000299091,0.172951,123596,0.00260576,61.0523,
872,5,241427,0.000298638,0.17815,121414,0.00304782,60.9749,
872,6,239082,0.000295577,0.177836,120241,0.0031104,60.9164,
892,0,20000,0.01,0.0141421,10201,0,65.879,
892,1,56694,0.000611312,0.0457059,28670,3.81102e-05,53.9886,
892,2,57009,0.000307458,0.0651694,28850,0.0019906,46.603,
892,3,42955,0.000305649,0.0762002,21792,0.0103346,49.6957,
892,4,40659,0.000302141,0.0799658,20626,0.0153708,49.7703,
892,5,40189,0.000299824,0.071979,20392,0.0164281,49.8422,
892,6,40069,0.000298321,0.0719507,20331,0.0167605,49.7988,
893,0,20000,0.01,0.0141421,10201,0,65.879,
893,1,29566,0.000636466,0.0469233,15035,3.34885e-05,49.2677,
893,2,21696,0.000306757,0.0953295,11070,0.00354983,49.9058,
893,3,14550,0.000316569,0.104854,7466,0.0289254,53.7224,
893,4,13271,0.000317973,0.109575,6813,0.047646,53.7828,
893,5,13143,0.0003177,0.107095,6748,0.0527944,53.4361,
894,0,20000,0.01,0.0141421,10201,0,65.879,
894,1,16791,0.000608698,0.0446332,8597,6.39736e-05,52.6636,
894,2,8145,0.000320736,0.102928,4223,0.00573771,60.0731,
894,3,4848,0.0003096,0.151509,2538,0.0706452,65.2036,
894,4,4213,0.00030472,0.180248,2212,0.128409,66.1669,
894,5,4140,0.000303962,0.168043,2174,0.15039,65.7258,
894,6,4115,0.000302505,0.1757,2162,0.152008,65.7465,
895,0,20000,0.01,0.0141421,10201,0,65.879,
895,1,12104,0.000605874,0.0505538,6231,0.000217376,63.6026,
895,2,4952,0.000326442,0.116281,2598,0.00778776,45.6228,
895,3,2544,0.000305379,0.222792,1359,0.105677,49.5686,
895,4,2134,0.0003016,0.245245,1143,0.218724,50.2089,
895,5,2066,0.00029964,0.197472,1109,0.256677,50.4746,
895,6,2049,0.000298408,0.238212,1099,0.265991,50.4314,
887,0,20000,0.01,0.0141421,10201,0,64.3759,
887,1,151542,0.000596303,0.0504813,76363,4.62935e-05,51.4166,
887,2,163261,0.000302705,0.0746582,82221,0.000739925,50.7384,
887,3,127734,0.000295731,0.0958388,64371,0.00400602,54.8892,
887,4,112308,0.000308946,0.107693,56633,0.00562617,55.1182,
887,5,110122,0.000308748,0.104631,55527,0.00643649,55.0531,
887,6,109327,0.000306296,0.0991434,55129,0.00657171,54.9491,
897,0,20000,0.01,0.0141421,10201,0,65.5811,
897,1,58290,0.000618713,0.0416626,29473,3.9282e-05,50.687,
897,2,59468,0.00031059,0.0720059,30093,0.00186705,48.4394,
897,3,44627,0.00029143,0.0619812,22638,0.0102311,53.0675,
897,4,41994,0.000286811,0.0599915,21303,0.0151287,53.4506,
897,5,41530,0.000291799,0.0661556,21069,0.016252,53.4169,
897,6,41416,0.000289408,0.066755,21012,0.0164538,53.4636,
891,0,20000,0.01,0.0141421,10201,0,65.879,
891,1,110573,0.000606987,0.0401477,55707,4.28512e-05,50.0624,
891,2,152536,0.000303575,0.0517895,76813,0.000989385,48.8823,
891,3,133169,0.000284685,0.0478905,67095,0.00422697,54.8292,
891,4,119077,0.000296605,0.0483363,60035,0.00492221,55.8212,
891,5,117624,0.000295162,0.048132,59296,0.00548718,56.0138,
891,6,117181,0.000294186,0.0481558,59075,0.00555953,55.9785,
898,0,20000,0.01,0.0141421,10201,0,65.5811,
898,1,30475,0.000631669,0.0470582,15492,3.65416e-05,53.3722,
898,2,21541,0.000299183,0.100855,10998,0.00340163,57.2447,
898,3,15071,0.000309222,0.099467,7730,0.0300231,61.561,
898,4,14058,0.000305004,0.103731,7211,0.0469631,61.9724,
898,5,13887,0.000303909,0.104445,7127,0.0512361,62.0311,
898,6,13793,0.000299978,0.110815,7078,0.0523427,61.801,
899,0,20000,0.01,0.0141421,10201,0,65.5811,
899,1,16357,0.000627299,0.0503251,8381,6.43799e-05,64.7768,
899,2,8448,0.000320437,0.0936687,4375,0.00601972,42.7012,
899,3,4962,0.000308787,0.158677,2598,0.0642383,47.4645,
899,4,4308,0.000323523,0.163218,2260,0.114873,48.0738,
899,5,4250,0.000325092,0.16158,2231,0.1304,48.4082,
899,6,4225,0.000326079,0.156409,2218,0.132452,48.2274,
900,0,20000,0.01,0.0141421,10201,0,65.5811,
900,1,12480,0.000658,0.0442248,6420,0.00017509,63.9902,
900,2,5064,0.000322251,0.0996044,2655,0.00760667,50.524,
900,3,2621,0.000310216,0.189562,1398,0.114146,54.958,
900,4,2164,0.000312705,0.210235,1160,0.231979,55.8443,
900,5,2089,0.000314276,0.217155,1121,0.280785,55.6306,
900,6,2070,0.000315264,0.213203,1111,0.288525,55.4142,
902,0,20000,0.01,0.0141421,10201,0,65.5829,
902,1,58427,0.000620525,0.0443813,29541,3.8857e-05,50.9251,
902,2,60385,0.000301361,0.0733263,30549,0.0019043,48.9675,
902,3,44849,0.000296261,0.0624183,22747,0.0108478,52.6238,
902,4,41813,0.000293274,0.0711059,21209,0.0160862,53.0709,
902,5,41442,0.000287402,0.0681972,21023,0.0174443,52.949,
903,0,20000,0.01,0.0141421,10201,0,65.5829,
903,1,30451,0.000640963,0.0469697,15480,3.54363e-05,49.2128,
903,2,21516,0.000307988,0.0792534,10984,0.00347172,48.6607,
903,3,15132,0.00030293,0.0926179,7758,0.0276525,51.8783,
903,4,13939,0.000300074,0.0998837,7152,0.0432728,52.2074,
903,5,13805,0.000298665,0.108743,7084,0.0480843,52.0014,
904,0,20000,0.01,0.0141421,10201,0,65.5829,
904,1,16365,0.000632323,0.0502876,8385,6.40285e-05,53.6427,
904,2,8274,0.000318727,0.106492,4288,0.00575534,52.1321,
904,3,4911,0.000308712,0.169718,2572,0.063253,57.8422,
904,4,4321,0.000302492,0.163496,2267,0.111858,59.2448,
904,5,4239,0.000300459,0.152441,2225,0.127665,59.7884,
904,6,4208,0.000300278,0.152467,2209,0.130266,59.3264,
905,0,20000,0.01,0.0141421,10201,0,65.5829,
905,1,12418,0.000625411,0.044261,6389,0.000184539,49.5508,
905,2,4995,0.000330242,0.108873,2620,0.00718673,42.8598,
905,3,2644,0.000332034,0.180192,1409,0.102052,48.3938,
905,4,2174,0.000338052,0.214382,1165,0.195746,49.2644,
905,5,2098,0.000338893,0.209886,1125,0.233146,49.4683,
905,6,2078,0.000334712,0.20199,1115,0.240551,49.0742,
896,0,20000,0.01,0.0141421,10201,0,65.5811,
896,1,116612,0.000616646,0.0412552,58740,4.31347e-05,48.1934,
896,2,161618,0.000297514,0.0379066,81372,0.000944841,48.5478,
896,3,141877,0.000298257,0.0344286,71472,0.0040942,52.4189,
896,4,125462,0.000294359,0.0377094,63245,0.00516176,52.4481,
896,5,124207,0.000294267,0.0376197,62604,0.0058711,52.4366,
896,6,123676,0.000293285,0.0390163,62340,0.0059477,52.3037,
901,0,20000,0.01,0.0141421,10201,0,65.5829,
901,1,115819,0.000612236,0.0398955,58340,4.30022e-05,55.5872,
901,2,159700,0.000307938,0.0377184,80409,0.000947987,43.9833,
901,3,139408,0.000305383,0.0363376,70229,0.00363573,49.2522,
901,4,124190,0.000300226,0.0399468,62603,0.00448209,49.8966,
901,5,122543,0.000301706,0.0419057,61769,0.00504851,49.9585,
901,6,121971,0.000299084,0.043504,61481,0.00511685,49.8438,
866,0,20000,0.01,0.0141421,10201,0,73.1104,
866,1,220401,0.000579424,0.0472039,110945,4.62669e-05,51.8831,
866,2,465434,0.000299528,0.102218,233881,0.000519647,42.4337,
866,3,460698,0.000291142,0.128342,231368,0.00133007,47.0002,
866,4,408802,0.000286774,0.158638,205367,0.00145686,47.4868,
866,5,403740,0.000293266,0.160129,202801,0.00164354,47.5165,
866,6,400425,0.000292578,0.160928,201140,0.00166693,47.5415,
908,0,20000,0.01,0.0141421,10201,0,174.958,
908,1,64021,0.000599941,0.0512705,32372,8.15883e-05,16.5108,
908,2,145218,0.000121526,0.121604,74166,4.39576e-05,0.678306,
908,3,92548,0.000116072,0.244537,47872,4.76396e-05,0.752124,
908,4,85577,0.000116724,0.337448,44272,7.57792e-05,0.759724,
908,5,85546,0.000114533,0.321514,44206,8.09587e-05,0.754981,
910,0,20000,0.01,0.0141421,10201,0,174.958,
910,1,27367,0.000692119,0.0473422,13985,0.00176295,17.0023,
910,2,21131,0.000180297,0.112994,11123,0.00134953,3.15081,
910,3,8037,0.00013643,0.221911,4384,0.00112552,5.34243,
910,4,5343,0.000123835,0.348089,2942,0.00229044,7.94803,
910,5,4647,0.000120106,0.332704,2562,0.00316946,9.34716,
910,6,4411,0.000119466,0.332066,2437,0.00387328,10.1961,
910,7,4283,0.000118796,0.332432,2370,0.00436066,10.5623,
910,8,4208,0.000117862,0.339832,2330,0.00449161,10.8656,
910,9,4156,0.000117869,0.333113,2304,0.00467159,11.0284,
910,10,4109,0.000117126,0.339622,2279,0.00482679,11.192,
910,11,4095,0.000117291,0.332904,2272,0.00491528,11.1689,
906,0,20000,0.01,0.0141421,10201,0,174.958,
906,1,103103,0.000581611,0.0514793,51942,1.09912e-05,16.5892,
906,2,227653,0.000122164,0.130011,115518,1.46827e-05,0.689314,
906,3,186829,0.000120244,0.236692,95187,3.46326e-05,0.750494,
906,4,173262,0.000118271,0.292754,88392,4.38709e-05,0.755612,
906,5,174675,0.000118326,0.352313,89094,4.70485e-05,0.757777,
907,0,20000,0.01,0.0141421,10201,0,174.958,
907,1,97450,0.000583789,0.0459266,49112,1.41056e-05,16.5671,
907,2,216868,0.000122156,0.112157,110112,1.60013e-05,0.66959,
907,3,172324,0.000116725,0.257016,87918,3.6851e-05,0.739312,
907,4,160405,0.00011471,0.338548,81941,4.76946e-05,0.744666,
907,5,161635,0.000113177,0.351969,82553,5.03912e-05,0.746912,
871,0,20000,0.01,0.0141421,10201,0,73.6287,
871,1,225896,0.000617709,0.0470866,113701,4.61505e-05,49.5051,
871,2,486676,0.000285797,0.0962559,244528,0.000513414,49.8918,
871,3,487206,0.00029114,0.147189,244660,0.00132449,52.9217,
871,4,431333,0.000289035,0.15076,216669,0.00146457,53.2478,
871,5,428451,0.000290975,0.158587,215193,0.00167301,53.2419,
909,0,20000,0.01,0.0141421,10201,0,174.958,
909,1,47639,0.000579875,0.0458258,24162,0.000310359,15.2659,
909,2,97081,0.000122811,0.109796,49982,0.000154849,0.77805,
909,3,44557,0.000121506,0.215756,23240,7.70582e-05,0.964379,
909,4,31818,0.000128769,0.357345,16578,0.000161875,1.2329,
909,5,28836,0.000130677,0.365078,15063,0.000205396,1.3182,
909,6,27963,0.000130398,0.360594,14600,0.000225276,1.33851,
909,7,27605,0.000130528,0.35862,14412,0.000235064,1.34186,
909,8,27356,0.000130656,0.357171,14284,0.000239169,1.3506,
911,0,20000,0.01,0.0141421,10201,0,945.746,
911,1,253698,0.000596693,0.0507238,127182,5.04762e-05,401.988,
911,2,125843,0.000243806,0.121869,63657,0.000353805,100.426,
911,3,49065,0.000234534,0.227002,25284,0.0021369,99.987,
911,4,33475,0.000240375,0.345367,17481,0.00510877,96.8709,
911,5,31266,0.000227178,0.339217,16371,0.00680589,93.5035,
911,6,30953,0.000234226,0.335223,16213,0.00681646,90.3942,
911,7,30858,0.000230333,0.334915,16165,0.00670413,88.1423,
912,0,20000,0.01,0.0141421,10201,0,945.746,
912,1,246492,0.000573357,0.045153,123578,5.5817e-05,401.767,
912,2,121647,0.000244844,0.115511,61558,0.000361756,100.678,
912,3,46199,0.000233532,0.216836,23850,0.00231856,99.6153,
912,4,31774,0.000223568,0.355405,16629,0.00575779,96.9126,
912,5,29801,0.000226691,0.359619,15637,0.00751997,93.3523,
912,6,29516,0.000239352,0.359393,15493,0.00736465,90.3655,
914,0,20000,0.01,0.0141421,10201,0,945.746,
914,1,233083,0.000600307,0.0477978,116871,6.76078e-05,401.252,
914,2,114754,0.00025143,0.104583,58107,0.000387017,101.078,
914,3,42374,0.000238392,0.203919,21934,0.00222137,100.387,
914,4,29096,0.000223175,0.281132,15286,0.00562002,97.116,
914,5,27294,0.000229045,0.371783,14381,0.00729659,93.0456,
914,6,27039,0.00021883,0.369296,14251,0.00727601,89.688,
915,0,20000,0.01,0.0141421,10201,0,945.746,
915,1,226998,0.000584241,0.047637,113828,7.40509e-05,401.452,
915,2,115393,0.000249769,0.106771,58426,0.000383305,100.578,
915,3,42031,0.000246148,0.212604,21761,0.00253799,99.1816,
915,4,28136,0.00024403,0.266144,14804,0.00592025,96.2564,
915,5,26273,0.000238532,0.365044,13867,0.00764844,92.8516,
915,6,26050,0.000232849,0.351445,13754,0.0075231,89.8106,
913,0,20000,0.01,0.0141421,10201,0,945.746,
913,1,238844,0.000596463,0.0513334,119753,6.15298e-05,401.777,
913,2,117861,0.000249077,0.121711,59662,0.000373521,101.221,
913,3,44287,0.000239874,0.266582,22892,0.00249304,100.519,
913,4,30219,0.000224565,0.270058,15849,0.00590488,96.4252,
913,5,28403,0.000219788,0.356158,14936,0.00797443,92.9547,
913,6,28138,0.000232861,0.330884,14802,0.00786395,90.242,
916,0,20000,0.01,0.0141421,10201,0,174.521,
916,1,127084,0.000596579,0.0489716,63943,7.44612e-06,15.5794,
916,2,120484,0.000247321,0.109032,61188,4.77916e-05,1.74053,
916,3,92096,0.000229547,0.208792,47012,0.000132167,1.77112,
916,4,88728,0.000238232,0.292236,45319,0.000169537,1.76357,
916,5,88378,0.000232809,0.377755,45141,0.000174478,1.75048,
919,0,20000,0.01,0.0141421,10201,0,174.521,
919,1,118699,0.000591767,0.0516713,59747,8.67421e-06,15.7395,
919,2,111582,0.000239718,0.113886,56727,5.35513e-05,1.73445,
919,3,84557,0.000230109,0.227652,43233,0.000134261,1.77524,
919,4,81408,0.000227982,0.282836,41651,0.000172629,1.76963,
919,5,81134,0.000232437,0.267481,41511,0.000177033,1.74832,
920,0,20000,0.01,0.0141421,10201,0,174.521,
920,1,116551,0.000594855,0.0518209,58673,9.11537e-06,15.8061,
920,2,109882,0.000246882,0.12162,55875,5.41319e-05,1.7403,
920,3,82563,0.000233691,0.199963,42233,0.000144612,1.76604,
920,4,79411,0.000233083,0.307671,40649,0.000184556,1.75069,
920,5,79102,0.00023126,0.300462,40493,0.000189001,1.74072,
918,0,20000,0.01,0.0141421,10201,0,174.521,
918,1,121355,0.000590271,0.0506316,61076,8.24874e-06,15.551,
918,2,114309,0.000243397,0.120104,58094,5.24554e-05,1.69515,
918,3,86629,0.000232551,0.201554,44271,0.000138973,1.73026,
918,4,83390,0.000236066,0.271174,42645,0.000177985,1.72345,
918,5,83141,0.000222355,0.277134,42518,0.000181822,1.71497,
917,0,20000,0.01,0.0141421,10201,0,174.521,
917,1,123974,0.00059895,0.0469558,62387,7.83924e-06,15.4941,
917,2,117510,0.000251334,0.105083,59698,5.09328e-05,1.75016,
917,3,88906,0.000235866,0.207622,45412,0.000130319,1.7814,
917,4,85839,0.000230857,0.244905,43873,0.000166091,1.76389,
917,5,85575,0.000228453,0.275141,43738,0.000168844,1.7516,
925,0,20000,0.01,0.0141421,10201,0,1.8433,
925,1,46283,0.000603271,0.0502308,23559,8.33993e-06,0.773111,
925,2,38443,0.000123827,0.126886,19620,4.32264e-06,0.421482,
925,3,26584,0.000126385,0.228846,13596,0.000154045,0.49249,
925,4,23828,0.000128438,0.273074,12192,0.000241489,0.500602,
925,5,23246,0.000128178,0.337496,11893,0.000267212,0.502868,
925,6,23012,0.000124883,0.323282,11776,0.000273305,0.501243,
925,7,22918,0.000122627,0.3177,11729,0.000274227,0.502873,
924,0,20000,0.01,0.0141421,10201,0,1.8433,
924,1,50861,0.000603358,0.0446676,25861,5.74766e-06,0.640818,
924,2,53335,0.000120333,0.113943,27131,3.74637e-06,0.438875,
924,3,36694,0.000121321,0.25384,18701,0.000110081,0.499572,
924,4,32635,0.000121488,0.263554,16645,0.000172626,0.508583,
924,5,31995,0.000119295,0.340233,16316,0.000193493,0.513344,
924,6,31743,0.000118081,0.328429,16189,0.000197531,0.511954,
923,0,20000,0.01,0.0141421,10201,0,1.8433,
923,1,56426,0.000574541,0.0464555,28659,3.65482e-06,0.748396,
923,2,78517,0.000119659,0.103516,39819,2.93996e-06,0.422536,
923,3,57328,0.00011695,0.20795,29104,7.70578e-05,0.484047,
923,4,49598,0.000114597,0.283642,25200,0.000114698,0.497873,
923,5,48626,0.000113761,0.32005,24702,0.000132152,0.499952,
923,6,48245,0.000115074,0.304561,24512,0.000133538,0.502678,
922,0,20000,0.01,0.0141421,10201,0,1.8433,
922,1,64991,0.000577825,0.0451265,32962,2.05321e-06,0.661166,
922,2,136045,0.000120784,0.116369,68755,2.49611e-06,0.416904,
922,3,108526,0.000113926,0.186728,54852,4.46889e-05,0.465285,
922,4,88450,0.000123198,0.288925,44760,6.1022e-05,0.474457,
922,5,86179,0.000122827,0.299756,43595,7.45405e-05,0.477617,
922,6,85072,0.000122594,0.295754,43042,7.60319e-05,0.481008,
922,7,84752,0.000121838,0.296198,42881,7.68917e-05,0.481301,
927,0,20000,0.01,0.0141421,10201,0,174.958,
927,1,64053,0.000593461,0.0512705,32388,8.15883e-05,16.4392,
927,2,144926,0.000120002,0.114099,74019,4.36962e-05,0.68794,
927,3,92691,0.000111561,0.249896,47943,4.74151e-05,0.769399,
927,4,85935,0.00011316,0.322211,44450,7.48563e-05,0.7768,
927,5,85668,0.000117519,0.383931,44266,7.96309e-05,0.775592,
928,0,20000,0.01,0.0141421,10201,0,174.958,
928,1,53542,0.000624267,0.0506207,27121,0.000178425,16.4792,
928,2,118456,0.000120233,0.11545,60722,9.19235e-05,0.872832,
928,3,65422,0.000120122,0.269556,33945,5.67726e-05,0.808045,
928,4,55369,0.000125978,0.307316,28624,0.00010253,0.857846,
928,5,52893,0.000128398,0.329245,27288,0.00012003,0.879734,
928,6,51730,0.000128317,0.336184,26690,0.000125129,0.896668,
928,7,51027,0.000128745,0.331225,26341,0.00012593,0.911006,
928,8,50548,0.000128867,0.33429,26104,0.000127452,0.92193,
930,0,20000,0.01,0.0141421,10201,0,174.958,
930,1,39203,0.000647213,0.0453854,19931,0.000674395,14.35,
930,2,61947,0.000132356,0.113284,32003,0.00036428,1.13153,
930,3,22885,0.000127082,0.229057,12113,0.000166121,1.68936,
930,4,14544,0.000128924,0.280243,7743,0.000371895,2.47175,
930,5,12682,0.00012916,0.400014,6757,0.000511932,2.82498,
930,6,12065,0.000128844,0.402387,6434,0.000594166,2.96906,
930,7,11713,0.000128403,0.371657,6252,0.00062433,3.09429,
930,8,11538,0.000127539,0.371704,6162,0.000648634,3.1536,
930,9,11431,0.000127352,0.371869,6106,0.00066812,3.15158,
886,0,20000,0.01,0.0141421,10201,0,64.3759,
886,1,269390,0.000610661,0.0459658,135466,4.37221e-05,53.9588,
886,2,465654,0.00030423,0.0521984,233811,0.000418283,43.4266,
886,3,415358,0.000287507,0.0525953,208546,0.0013042,48.0244,
886,4,359693,0.0002892,0.0594798,180679,0.00157301,48.5566,
886,5,355091,0.000295226,0.06418,178345,0.00181913,48.5565,
886,6,351795,0.000294882,0.0641964,176702,0.00184064,48.5278,
929,0,20000,0.01,0.0141421,10201,0,174.958,
929,1,47589,0.000637871,0.0458258,24137,0.000310359,15.3065,
929,2,96966,0.000125365,0.113207,49924,0.000154716,0.767235,
929,3,44518,0.000125449,0.243807,23220,7.80434e-05,0.964312,
929,4,31958,0.000129024,0.280659,16644,0.000164675,1.22332,
929,5,28977,0.000129813,0.32989,15134,0.000205824,1.31097,
929,6,28110,0.00013062,0.334267,14675,0.000224854,1.33081,
929,7,27726,0.000130758,0.335993,14475,0.000234098,1.33541,
929,8,27447,0.000131207,0.332549,14330,0.000237321,1.33944,
929,9,27259,0.000130985,0.336239,14235,0.000239289,1.34762,
934,0,20000,0.01,0.0141421,10201,0,0.703487,
934,1,22934,0.000636172,0.0456206,11695,6.06577e-07,0.711431,
934,2,22326,0.000124739,0.0858887,11405,5.48514e-06,0.394632,
934,3,14333,0.000122119,0.101334,7376,0.00027144,0.445555,
934,4,11905,0.000126002,0.118948,6137,0.000459187,0.458007,
934,5,11530,0.000126996,0.114816,5945,0.000547304,0.460179,
934,6,11419,0.000127347,0.115442,5891,0.000557938,0.464514,
933,0,20000,0.01,0.0141421,10201,0,0.703487,
933,1,34017,0.000585723,0.0469227,17277,2.93323e-07,0.646494,
933,2,40496,0.000120919,0.0818091,20570,4.06512e-06,0.423242,
933,3,27799,0.000117034,0.0807688,14188,0.000145025,0.476063,
933,4,23699,0.000114741,0.083277,12104,0.000230429,0.483464,
933,5,23189,0.00012058,0.0831145,11846,0.0002694,0.487231,
933,6,23021,0.00011932,0.0836591,11761,0.000275432,0.485458,
935,0,20000,0.01,0.0141421,10201,0,0.703487,
935,1,18218,0.000565838,0.0448351,9313,1.08854e-06,0.681059,
935,2,15017,0.000125591,0.101506,7710,6.6602e-06,0.432421,
935,3,9020,0.000120053,0.117852,4678,0.000372848,0.499341,
935,4,7248,0.000119391,0.132003,3771,0.000675647,0.507357,
935,5,6952,0.000130401,0.148567,3619,0.000828011,0.513873,
935,6,6877,0.000131717,0.147143,3581,0.000866071,0.508216,
935,7,6836,0.000129798,0.14948,3561,0.000865076,0.51342,
932,0,20000,0.01,0.0141421,10201,0,0.703487,
932,1,58128,0.000596812,0.0464327,29403,1.44014e-07,0.715806,
932,2,89050,0.000121693,0.0603851,44991,2.53936e-06,0.406501,
932,3,68494,0.000117788,0.0517443,34680,6.84138e-05,0.459786,
932,4,56346,0.000117003,0.0573649,28563,9.74304e-05,0.467052,
932,5,54899,0.000117624,0.0538318,27825,0.000118052,0.467678,
932,6,54417,0.000117896,0.0543008,27586,0.000120348,0.469909,
938,0,20000,0.01,0.0141421,10201,0,1.81866,
938,1,56229,0.00059357,0.0476446,28561,3.26692e-06,0.655609,
938,2,77707,0.000124492,0.11592,39416,3.16102e-06,0.404111,
938,3,56095,0.000126302,0.204725,28494,7.94761e-05,0.455786,
938,4,49368,0.00012555,0.23983,25094,0.000119294,0.467015,
938,5,48374,0.000123922,0.221965,24583,0.000134905,0.46823,
938,6,48012,0.00012389,0.217956,24402,0.000136243,0.471225,
939,0,20000,0.01,0.0141421,10201,0,1.81866,
939,1,50633,0.000619692,0.0477165,25747,5.1669e-06,0.708075,
939,2,52375,0.000122095,0.0982714,26651,3.66872e-06,0.413545,
939,3,36230,0.000118031,0.213406,18474,0.000115399,0.467469,
939,4,32353,0.000125902,0.237717,16506,0.000182475,0.472918,
939,5,31762,0.000123948,0.277043,16201,0.000203449,0.474014,
939,6,31522,0.000123073,0.273372,16081,0.000206517,0.474226,
937,0,20000,0.01,0.0141421,10201,0,1.81866,
937,1,64467,0.000581145,0.0504784,32701,1.82391e-06,0.658305,
937,2,132468,0.000122737,0.11749,66968,2.36952e-06,0.410913,
937,3,107483,0.000119033,0.186573,54344,4.62431e-05,0.471174,
937,4,87968,0.000119197,0.202699,44533,6.22345e-05,0.481843,
937,5,85412,0.000119564,0.189638,43223,7.56343e-05,0.484226,
937,6,84392,0.000119446,0.196235,42712,7.73526e-05,0.485479,
937,7,84067,0.000118714,0.193366,42549,7.801e-05,0.486845,
940,0,20000,0.01,0.0141421,10201,0,1.81866,
940,1,46059,0.000598916,0.0502014,23447,7.53674e-06,0.711526,
940,2,38168,0.000120732,0.120394,19484,4.46879e-06,0.412182,
940,3,26263,0.000120938,0.188562,13437,0.000160008,0.473798,
940,4,23234,0.000116924,0.261602,11896,0.000250738,0.483916,
940,5,22719,0.000116663,0.310624,11631,0.000278304,0.490422,
940,6,22493,0.000117864,0.301649,11517,0.000282591,0.492296,
940,7,22402,0.000118603,0.305081,11471,0.000283338,0.491476,
942,0,20000,0.01,0.0141421,10201,0,0.793827,
942,1,57793,0.000619079,0.0500381,29307,1.72011e-06,0.697839,
942,2,48817,0.000120781,0.11246,24789,2.69276e-06,0.41507,
942,3,31717,0.000115675,0.17088,16164,0.000123679,0.472655,
942,4,27211,0.000115958,0.228915,13875,0.000207784,0.480024,
942,5,26525,0.000127476,0.243094,13525,0.000240667,0.481154,
942,6,26322,0.000126638,0.245373,13423,0.000245299,0.483238,
943,0,20000,0.01,0.0141421,10201,0,0.793827,
943,1,45591,0.000600857,0.0449372,23159,3.15551e-06,0.647471,
943,2,32234,0.000119019,0.102645,16432,3.79565e-06,0.401985,
943,3,19717,0.000124266,0.206076,10104,0.000188893,0.453614,
943,4,16164,0.000122764,0.234816,8294,0.000333574,0.462173,
943,5,15546,0.000120634,0.262677,7978,0.000402785,0.463481,
943,6,15359,0.000118699,0.266503,7884,0.000415379,0.46486,
943,7,15307,0.000117806,0.262663,7858,0.000418211,0.467159,
926,0,20000,0.01,0.0141421,10201,0,174.958,
926,1,139429,0.000580523,0.0513192,70118,4.08258e-06,16.4038,
926,2,296496,0.000121091,0.124158,150012,1.0489e-05,0.652767,
926,3,265930,0.000114733,0.238442,134810,2.99451e-05,0.70627,
926,4,242335,0.000116706,0.276989,123007,3.51292e-05,0.712959,
926,5,244500,0.000114893,0.32498,124085,3.79975e-05,0.715397,
941,0,20000,0.01,0.0141421,10201,0,0.793827,
941,1,77794,0.000581181,0.0458186,39361,7.53804e-07,0.72375,
941,2,90978,0.000122536,0.106205,45986,1.90132e-06,0.409479,
941,3,65441,0.00011729,0.215403,33141,6.71955e-05,0.460904,
941,4,55921,0.000119479,0.212136,28342,0.000102031,0.469166,
941,5,54297,0.000121122,0.218229,27517,0.000118834,0.471775,
941,6,54001,0.000120857,0.21837,27370,0.000121628,0.473211,
945,0,20000,0.01,0.0141421,10201,0,0.793827,
945,1,29190,0.000623709,0.0518724,14887,7.50509e-06,0.772155,
945,2,17027,0.000122205,0.104701,8749,7.03184e-06,0.407089,
945,3,9773,0.000125691,0.203746,5062,0.00033729,0.466518,
945,4,7572,0.0001267,0.249246,3935,0.000640078,0.478308,
945,5,7176,0.000127493,0.283851,3732,0.0008104,0.481808,
945,6,7100,0.000127978,0.287692,3694,0.000849515,0.482681,
945,7,7064,0.000128223,0.286168,3676,0.000854517,0.482084,
921,0,20000,0.01,0.0141421,10201,0,1.8433,
921,1,80255,0.000587047,0.046026,40624,9.36662e-07,0.764029,
921,2,300744,0.000123198,0.123027,151467,1.99107e-06,0.400298,
921,3,260704,0.000117701,0.203628,131254,2.07358e-05,0.452146,
921,4,199764,0.000115156,0.250876,100666,2.61255e-05,0.460633,
921,5,187306,0.000118989,0.280908,94382,3.38825e-05,0.463583,
921,6,184516,0.00011833,0.28487,92986,3.58737e-05,0.46574,
921,7,183604,0.000116695,0.284664,92533,3.63304e-05,0.466199,
944,0,20000,0.01,0.0141421,10201,0,0.793827,
944,1,36534,0.00061849,0.0443897,18591,5.07899e-06,0.721756,
944,2,23026,0.000119146,0.100169,11783,5.07937e-06,0.407446,
944,3,13538,0.000124911,0.213423,6973,0.000258808,0.459272,
944,4,10652,0.000126387,0.250349,5501,0.000475877,0.468566,
944,5,10203,0.000127012,0.276804,5270,0.000599071,0.47053,
944,6,10078,0.000127611,0.280817,5207,0.00062452,0.469814,
944,7,9996,0.000127898,0.280071,5166,0.000629882,0.468855,
949,0,20000,0.01,0.0141421,10201,0,1.74835,
949,1,50301,0.00059454,0.0453909,25585,5.01203e-06,0.74908,
